celltype_id,strand,cts_total
81-smooth-muscle-cell,-,11905
82-epithelial-cell,-,12654
83-epithelial-cell,-,7652
84-oligodendrocyte,-,16164
85-fetal-premeiotic-germ-cell,-,10986
86-small-luteal-cell,-,9681
87-smooth-muscle-cell,-,12212
88-mast-cell,-,12663
89-adipocyte,-,7921
9-erythroid-cell,-,13143
90-erythroid-cell,-,3847
91-invasive-spongiotrophoblast,-,9417
92-spermicyte,-,10337
93-b-cell,-,10373
94-acinar-cell,-,9082
95-hepatocyte,-,12004
96-stromal-cell,-,13112
97-endocrine-cell,-,12012
98-secretory-epithelial-cell,-,12892
99-microglial,-,17299
